method_key,method_label,method_kind,repeat_index,iteration,carried_forward,motor_step_error
gpt_5_6_sol,GPT-5.6 SOL,llm,2,7,False,2044.3495298015944
gpt_5_6_sol,GPT-5.6 SOL,llm,2,8,False,1279.7050441410317
gpt_5_6_sol,GPT-5.6 SOL,llm,2,9,False,963.9735473549053
gpt_5_6_sol,GPT-5.6 SOL,llm,2,10,False,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,11,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,12,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,13,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,14,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,15,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,16,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,17,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,18,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,19,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,20,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,21,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,22,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,23,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,24,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,25,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,26,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,27,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,28,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,29,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,30,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,31,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,32,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,33,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,34,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,35,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,36,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,37,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,38,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,39,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,40,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,41,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,42,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,43,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,44,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,45,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,46,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,47,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,48,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,49,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,2,50,True,271.0073799733136
gpt_5_6_sol,GPT-5.6 SOL,llm,3,0,False,2313.4757400932476
gpt_5_6_sol,GPT-5.6 SOL,llm,3,1,False,3803.0474622334127
gpt_5_6_sol,GPT-5.6 SOL,llm,3,2,False,1748.190493052745
gpt_5_6_sol,GPT-5.6 SOL,llm,3,3,False,2520.549543254407
gpt_5_6_sol,GPT-5.6 SOL,llm,3,4,False,1832.531036572096
gpt_5_6_sol,GPT-5.6 SOL,llm,3,5,False,98.84331034521254
gpt_5_6_sol,GPT-5.6 SOL,llm,3,6,False,1759.2526822489144
gpt_5_6_sol,GPT-5.6 SOL,llm,3,7,False,1845.1476905657173
gpt_5_6_sol,GPT-5.6 SOL,llm,3,8,False,992.9073471376873
gpt_5_6_sol,GPT-5.6 SOL,llm,3,9,False,815.7603814846613
gpt_5_6_sol,GPT-5.6 SOL,llm,3,10,False,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,11,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,12,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,13,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,14,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,15,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,16,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,17,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,18,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,19,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,20,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,21,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,22,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,23,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,24,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,25,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,26,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,27,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,28,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,29,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,30,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,31,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,32,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,33,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,34,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,35,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,36,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,37,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,38,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,39,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,40,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,41,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,42,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,43,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,44,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,45,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,46,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,47,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,48,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,49,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,3,50,True,101.04454463255303
gpt_5_6_sol,GPT-5.6 SOL,llm,4,0,False,3626.1683634381898
gpt_5_6_sol,GPT-5.6 SOL,llm,4,1,False,2234.3001141297023
gpt_5_6_sol,GPT-5.6 SOL,llm,4,2,False,1859.8647800310646
gpt_5_6_sol,GPT-5.6 SOL,llm,4,3,False,3226.468192931708
gpt_5_6_sol,GPT-5.6 SOL,llm,4,4,False,2183.59726140147
gpt_5_6_sol,GPT-5.6 SOL,llm,4,5,False,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,6,False,1290.1306135426753
gpt_5_6_sol,GPT-5.6 SOL,llm,4,7,False,1112.3115570738264
gpt_5_6_sol,GPT-5.6 SOL,llm,4,8,False,858.6250636919469
gpt_5_6_sol,GPT-5.6 SOL,llm,4,9,False,751.2902235487961
gpt_5_6_sol,GPT-5.6 SOL,llm,4,10,False,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,11,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,12,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,13,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,14,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,15,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,16,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,17,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,18,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,19,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,20,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,21,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,22,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,23,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,24,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,25,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,26,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,27,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,28,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,29,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,30,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,31,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,32,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,33,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,34,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,35,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,36,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,37,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,38,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,39,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,40,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,41,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,42,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,43,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,44,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,45,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,46,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,47,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,48,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,49,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,4,50,True,104.10091258005379
gpt_5_6_sol,GPT-5.6 SOL,llm,5,0,False,2132.6312386345653
gpt_5_6_sol,GPT-5.6 SOL,llm,5,1,False,1986.986663266767
gpt_5_6_sol,GPT-5.6 SOL,llm,5,2,False,2578.394073837434
gpt_5_6_sol,GPT-5.6 SOL,llm,5,3,False,1910.0041884770828
gpt_5_6_sol,GPT-5.6 SOL,llm,5,4,False,797.5688058092543
gpt_5_6_sol,GPT-5.6 SOL,llm,5,5,False,1296.9641475383967
gpt_5_6_sol,GPT-5.6 SOL,llm,5,6,False,407.0823012610595
gpt_5_6_sol,GPT-5.6 SOL,llm,5,7,False,1704.7334102433729
gpt_5_6_sol,GPT-5.6 SOL,llm,5,8,False,90.97252332435328
gpt_5_6_sol,GPT-5.6 SOL,llm,5,9,False,1551.8621072762876
gpt_5_6_sol,GPT-5.6 SOL,llm,5,10,False,1451.9903580947087
gpt_5_6_sol,GPT-5.6 SOL,llm,5,11,False,1102.6223288143588
gpt_5_6_sol,GPT-5.6 SOL,llm,5,12,False,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,13,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,14,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,15,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,16,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,17,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,18,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,19,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,20,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,21,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,22,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,23,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,24,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,25,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,26,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,27,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,28,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,29,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,30,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,31,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,32,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,33,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,34,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,35,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,36,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,37,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,38,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,39,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,40,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,41,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,42,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,43,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,44,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,45,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,46,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,47,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,48,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,49,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,5,50,True,96.82974749528164
gpt_5_6_sol,GPT-5.6 SOL,llm,6,0,False,3185.50780881165
gpt_5_6_sol,GPT-5.6 SOL,llm,6,1,False,1929.6269069434122
gpt_5_6_sol,GPT-5.6 SOL,llm,6,2,False,2038.4945425484955
gpt_5_6_sol,GPT-5.6 SOL,llm,6,3,False,2836.7446131084835
gpt_5_6_sol,GPT-5.6 SOL,llm,6,4,False,1676.0429588766513
gpt_5_6_sol,GPT-5.6 SOL,llm,6,5,False,848.0094339097885
gpt_5_6_sol,GPT-5.6 SOL,llm,6,6,False,922.6917144962341
gpt_5_6_sol,GPT-5.6 SOL,llm,6,7,False,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,8,False,1036.1563588570984
gpt_5_6_sol,GPT-5.6 SOL,llm,6,9,False,1364.1187631581056
gpt_5_6_sol,GPT-5.6 SOL,llm,6,10,False,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,11,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,12,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,13,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,14,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,15,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,16,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,17,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,18,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,19,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,20,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,21,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,22,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,23,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,24,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,25,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,26,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,27,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,28,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,29,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,30,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,31,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,32,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,33,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,34,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,35,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,36,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,37,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,38,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,39,True,164.98484778912274
gpt_5_6_sol,GPT-5.6 SOL,llm,6,40,True,164.98484778912274
