series,repeat_index,evaluation,best_error
gpt_simulation,4,45,104.10091258005379
gpt_simulation,4,46,104.10091258005379
gpt_simulation,4,47,104.10091258005379
gpt_simulation,4,48,104.10091258005379
gpt_simulation,4,49,104.10091258005379
gpt_simulation,4,50,104.10091258005379
gpt_simulation,5,0,2132.6312386345653
gpt_simulation,5,1,1986.986663266767
gpt_simulation,5,2,1986.986663266767
gpt_simulation,5,3,1910.0041884770828
gpt_simulation,5,4,797.5688058092543
gpt_simulation,5,5,797.5688058092543
gpt_simulation,5,6,407.0823012610595
gpt_simulation,5,7,407.0823012610595
gpt_simulation,5,8,90.97252332435328
gpt_simulation,5,9,90.97252332435328
gpt_simulation,5,10,90.97252332435328
gpt_simulation,5,11,90.97252332435328
gpt_simulation,5,12,90.97252332435328
gpt_simulation,5,13,90.97252332435328
gpt_simulation,5,14,90.97252332435328
gpt_simulation,5,15,90.97252332435328
gpt_simulation,5,16,90.97252332435328
gpt_simulation,5,17,90.97252332435328
gpt_simulation,5,18,90.97252332435328
gpt_simulation,5,19,90.97252332435328
gpt_simulation,5,20,90.97252332435328
gpt_simulation,5,21,90.97252332435328
gpt_simulation,5,22,90.97252332435328
gpt_simulation,5,23,90.97252332435328
gpt_simulation,5,24,90.97252332435328
gpt_simulation,5,25,90.97252332435328
gpt_simulation,5,26,90.97252332435328
gpt_simulation,5,27,90.97252332435328
gpt_simulation,5,28,90.97252332435328
gpt_simulation,5,29,90.97252332435328
gpt_simulation,5,30,90.97252332435328
gpt_simulation,5,31,90.97252332435328
gpt_simulation,5,32,90.97252332435328
gpt_simulation,5,33,90.97252332435328
gpt_simulation,5,34,90.97252332435328
gpt_simulation,5,35,90.97252332435328
gpt_simulation,5,36,90.97252332435328
gpt_simulation,5,37,90.97252332435328
gpt_simulation,5,38,90.97252332435328
gpt_simulation,5,39,90.97252332435328
gpt_simulation,5,40,90.97252332435328
gpt_simulation,5,41,90.97252332435328
gpt_simulation,5,42,90.97252332435328
gpt_simulation,5,43,90.97252332435328
gpt_simulation,5,44,90.97252332435328
gpt_simulation,5,45,90.97252332435328
gpt_simulation,5,46,90.97252332435328
gpt_simulation,5,47,90.97252332435328
gpt_simulation,5,48,90.97252332435328
gpt_simulation,5,49,90.97252332435328
gpt_simulation,5,50,90.97252332435328
gpt_simulation,6,0,3185.50780881165
gpt_simulation,6,1,1929.6269069434122
gpt_simulation,6,2,1929.6269069434122
gpt_simulation,6,3,1929.6269069434122
gpt_simulation,6,4,1676.0429588766513
gpt_simulation,6,5,848.0094339097885
gpt_simulation,6,6,848.0094339097885
gpt_simulation,6,7,164.98484778912274
gpt_simulation,6,8,164.98484778912274
gpt_simulation,6,9,164.98484778912274
gpt_simulation,6,10,164.98484778912274
gpt_simulation,6,11,164.98484778912274
gpt_simulation,6,12,164.98484778912274
gpt_simulation,6,13,164.98484778912274
gpt_simulation,6,14,164.98484778912274
gpt_simulation,6,15,164.98484778912274
gpt_simulation,6,16,164.98484778912274
gpt_simulation,6,17,164.98484778912274
gpt_simulation,6,18,164.98484778912274
gpt_simulation,6,19,164.98484778912274
gpt_simulation,6,20,164.98484778912274
gpt_simulation,6,21,164.98484778912274
gpt_simulation,6,22,164.98484778912274
gpt_simulation,6,23,164.98484778912274
gpt_simulation,6,24,164.98484778912274
gpt_simulation,6,25,164.98484778912274
gpt_simulation,6,26,164.98484778912274
gpt_simulation,6,27,164.98484778912274
gpt_simulation,6,28,164.98484778912274
gpt_simulation,6,29,164.98484778912274
gpt_simulation,6,30,164.98484778912274
gpt_simulation,6,31,164.98484778912274
gpt_simulation,6,32,164.98484778912274
gpt_simulation,6,33,164.98484778912274
gpt_simulation,6,34,164.98484778912274
gpt_simulation,6,35,164.98484778912274
gpt_simulation,6,36,164.98484778912274
gpt_simulation,6,37,164.98484778912274
gpt_simulation,6,38,164.98484778912274
gpt_simulation,6,39,164.98484778912274
gpt_simulation,6,40,164.98484778912274
gpt_simulation,6,41,164.98484778912274
gpt_simulation,6,42,164.98484778912274
gpt_simulation,6,43,164.98484778912274
gpt_simulation,6,44,164.98484778912274
gpt_simulation,6,45,164.98484778912274
gpt_simulation,6,46,164.98484778912274
gpt_simulation,6,47,164.98484778912274
gpt_simulation,6,48,164.98484778912274
gpt_simulation,6,49,164.98484778912274
gpt_simulation,6,50,164.98484778912274
gpt_simulation,7,0,1843.9023835333583
gpt_simulation,7,1,1843.9023835333583
gpt_simulation,7,2,1843.9023835333583
gpt_simulation,7,3,1843.9023835333583
gpt_simulation,7,4,1843.9023835333583
gpt_simulation,7,5,1843.9023835333583
gpt_simulation,7,6,236.5924766344019
gpt_simulation,7,7,236.5924766344019
gpt_simulation,7,8,236.5924766344019
gpt_simulation,7,9,236.5924766344019
gpt_simulation,7,10,236.5924766344019
gpt_simulation,7,11,236.5924766344019
gpt_simulation,7,12,236.5924766344019
gpt_simulation,7,13,236.5924766344019
gpt_simulation,7,14,236.5924766344019
gpt_simulation,7,15,236.5924766344019
gpt_simulation,7,16,236.5924766344019
gpt_simulation,7,17,236.5924766344019
gpt_simulation,7,18,236.5924766344019
gpt_simulation,7,19,236.5924766344019
gpt_simulation,7,20,236.5924766344019
gpt_simulation,7,21,236.5924766344019
gpt_simulation,7,22,236.5924766344019
gpt_simulation,7,23,236.5924766344019
gpt_simulation,7,24,236.5924766344019
gpt_simulation,7,25,236.5924766344019
gpt_simulation,7,26,236.5924766344019
gpt_simulation,7,27,236.5924766344019
gpt_simulation,7,28,236.5924766344019
gpt_simulation,7,29,236.5924766344019
gpt_simulation,7,30,236.5924766344019
gpt_simulation,7,31,236.5924766344019
gpt_simulation,7,32,236.5924766344019
gpt_simulation,7,33,236.5924766344019
gpt_simulation,7,34,236.5924766344019
gpt_simulation,7,35,236.5924766344019
gpt_simulation,7,36,236.5924766344019
gpt_simulation,7,37,236.5924766344019
gpt_simulation,7,38,236.5924766344019
gpt_simulation,7,39,236.5924766344019
gpt_simulation,7,40,236.5924766344019
gpt_simulation,7,41,236.5924766344019
gpt_simulation,7,42,236.5924766344019
gpt_simulation,7,43,236.5924766344019
gpt_simulation,7,44,236.5924766344019
gpt_simulation,7,45,236.5924766344019
gpt_simulation,7,46,236.5924766344019
gpt_simulation,7,47,236.5924766344019
gpt_simulation,7,48,236.5924766344019
gpt_simulation,7,49,236.5924766344019
gpt_simulation,7,50,236.5924766344019
gpt_simulation,8,0,2943.0304109879667
gpt_simulation,8,1,1448.2499784222337
gpt_simulation,8,2,1075.8382778094485
gpt_simulation,8,3,1075.8382778094485
gpt_simulation,8,4,1075.8382778094485
gpt_simulation,8,5,1075.8382778094485
gpt_simulation,8,6,62.03224967708329
gpt_simulation,8,7,62.03224967708329
gpt_simulation,8,8,62.03224967708329
gpt_simulation,8,9,62.03224967708329
gpt_simulation,8,10,62.03224967708329
gpt_simulation,8,11,62.03224967708329
gpt_simulation,8,12,62.03224967708329
gpt_simulation,8,13,62.03224967708329
gpt_simulation,8,14,62.03224967708329
gpt_simulation,8,15,62.03224967708329
gpt_simulation,8,16,62.03224967708329
gpt_simulation,8,17,62.03224967708329
gpt_simulation,8,18,62.03224967708329
gpt_simulation,8,19,62.03224967708329
gpt_simulation,8,20,62.03224967708329
gpt_simulation,8,21,62.03224967708329
gpt_simulation,8,22,62.03224967708329
gpt_simulation,8,23,62.03224967708329
gpt_simulation,8,24,62.03224967708329
gpt_simulation,8,25,62.03224967708329
gpt_simulation,8,26,62.03224967708329
gpt_simulation,8,27,62.03224967708329
gpt_simulation,8,28,62.03224967708329
gpt_simulation,8,29,62.03224967708329
gpt_simulation,8,30,62.03224967708329
gpt_simulation,8,31,62.03224967708329
gpt_simulation,8,32,62.03224967708329
gpt_simulation,8,33,62.03224967708329
gpt_simulation,8,34,62.03224967708329
gpt_simulation,8,35,62.03224967708329
gpt_simulation,8,36,62.03224967708329
gpt_simulation,8,37,62.03224967708329
gpt_simulation,8,38,62.03224967708329
gpt_simulation,8,39,62.03224967708329
gpt_simulation,8,40,62.03224967708329
gpt_simulation,8,41,62.03224967708329
gpt_simulation,8,42,62.03224967708329
gpt_simulation,8,43,62.03224967708329
gpt_simulation,8,44,62.03224967708329
gpt_simulation,8,45,62.03224967708329
gpt_simulation,8,46,62.03224967708329
gpt_simulation,8,47,62.03224967708329
gpt_simulation,8,48,62.03224967708329
gpt_simulation,8,49,62.03224967708329
gpt_simulation,8,50,62.03224967708329
gpt_simulation,9,0,4095.0877890467746
gpt_simulation,9,1,3223.9330017852417
gpt_simulation,9,2,2211.276554391151
gpt_simulation,9,3,2211.276554391151
gpt_simulation,9,4,720.0999930565199
gpt_simulation,9,5,720.0999930565199
gpt_simulation,9,6,720.0999930565199
gpt_simulation,9,7,720.0999930565199
gpt_simulation,9,8,720.0999930565199
gpt_simulation,9,9,720.0999930565199
gpt_simulation,9,10,130.5526713629407
gpt_simulation,9,11,130.5526713629407
gpt_simulation,9,12,130.5526713629407
gpt_simulation,9,13,130.5526713629407
gpt_simulation,9,14,130.5526713629407
gpt_simulation,9,15,130.5526713629407
gpt_simulation,9,16,130.5526713629407
gpt_simulation,9,17,130.5526713629407
gpt_simulation,9,18,130.5526713629407
gpt_simulation,9,19,130.5526713629407
gpt_simulation,9,20,130.5526713629407
gpt_simulation,9,21,130.5526713629407
gpt_simulation,9,22,130.5526713629407
gpt_simulation,9,23,130.5526713629407
gpt_simulation,9,24,130.5526713629407
gpt_simulation,9,25,130.5526713629407
gpt_simulation,9,26,130.5526713629407
gpt_simulation,9,27,130.5526713629407
gpt_simulation,9,28,130.5526713629407
gpt_simulation,9,29,130.5526713629407
gpt_simulation,9,30,130.5526713629407
gpt_simulation,9,31,130.5526713629407
gpt_simulation,9,32,130.5526713629407
gpt_simulation,9,33,130.5526713629407
gpt_simulation,9,34,130.5526713629407
gpt_simulation,9,35,130.5526713629407
gpt_simulation,9,36,130.5526713629407
gpt_simulation,9,37,130.5526713629407
gpt_simulation,9,38,130.5526713629407
gpt_simulation,9,39,130.5526713629407
gpt_simulation,9,40,130.5526713629407
gpt_simulation,9,41,130.5526713629407
gpt_simulation,9,42,130.5526713629407
gpt_simulation,9,43,130.5526713629407
gpt_simulation,9,44,130.5526713629407
gpt_simulation,9,45,130.5526713629407
gpt_simulation,9,46,130.5526713629407
gpt_simulation,9,47,130.5526713629407
gpt_simulation,9,48,130.5526713629407
gpt_simulation,9,49,130.5526713629407
gpt_simulation,9,50,130.5526713629407
gpt_laboratory,0,0,2186.2005854907275
gpt_laboratory,0,1,1878.1568092148216
gpt_laboratory,0,2,1878.1568092148216
gpt_laboratory,0,3,1878.1568092148216
gpt_laboratory,0,4,1878.1568092148216
gpt_laboratory,0,5,1878.1568092148216
gpt_laboratory,0,6,1878.1568092148216
gpt_laboratory,0,7,1878.1568092148216
gpt_laboratory,0,8,1878.1568092148216
gpt_laboratory,0,9,826.3613011268134
gpt_laboratory,0,10,826.3613011268134
gpt_laboratory,0,11,826.3613011268134
gpt_laboratory,0,12,148.03040228277433
gpt_laboratory,0,13,148.03040228277433
gpt_laboratory,0,14,148.03040228277433
gpt_laboratory,0,15,148.03040228277433
gpt_laboratory,0,16,148.03040228277433
gpt_laboratory,0,17,148.03040228277433
gpt_laboratory,0,18,148.03040228277433
gpt_laboratory,0,19,148.03040228277433
gpt_laboratory,0,20,148.03040228277433
gpt_laboratory,0,21,148.03040228277433
gpt_laboratory,0,22,148.03040228277433
gpt_laboratory,0,23,148.03040228277433
gpt_laboratory,0,24,148.03040228277433
gpt_laboratory,0,25,148.03040228277433
gpt_laboratory,0,26,148.03040228277433
gpt_laboratory,0,27,148.03040228277433
gpt_laboratory,0,28,148.03040228277433
gpt_laboratory,0,29,148.03040228277433
gpt_laboratory,0,30,148.03040228277433
gpt_laboratory,0,31,148.03040228277433
gpt_laboratory,0,32,148.03040228277433
gpt_laboratory,0,33,148.03040228277433
gpt_laboratory,0,34,148.03040228277433
gpt_laboratory,0,35,148.03040228277433
gpt_laboratory,0,36,148.03040228277433
gpt_laboratory,0,37,148.03040228277433
gpt_laboratory,0,38,148.03040228277433
gpt_laboratory,0,39,148.03040228277433
gpt_laboratory,0,40,148.03040228277433
gpt_laboratory,0,41,148.03040228277433
gpt_laboratory,0,42,148.03040228277433
gpt_laboratory,0,43,148.03040228277433
gpt_laboratory,0,44,148.03040228277433
gpt_laboratory,0,45,148.03040228277433
gpt_laboratory,0,46,148.03040228277433
gpt_laboratory,0,47,148.03040228277433
gpt_laboratory,0,48,148.03040228277433
gpt_laboratory,0,49,148.03040228277433
gpt_laboratory,0,50,148.03040228277433
gpt_laboratory,1,0,3375.000148148145
gpt_laboratory,1,1,3375.000148148145
gpt_laboratory,1,2,1417.9654438666691
gpt_laboratory,1,3,1417.9654438666691
gpt_laboratory,1,4,475.0010526304126
gpt_laboratory,1,5,475.0010526304126
gpt_laboratory,1,6,166.57130605239308
gpt_laboratory,1,7,166.57130605239308
gpt_laboratory,1,8,166.57130605239308
gpt_laboratory,1,9,166.57130605239308
gpt_laboratory,1,10,166.57130605239308
gpt_laboratory,1,11,166.57130605239308
gpt_laboratory,1,12,166.57130605239308
gpt_laboratory,1,13,166.57130605239308
gpt_laboratory,1,14,166.57130605239308
gpt_laboratory,1,15,166.57130605239308
gpt_laboratory,1,16,166.57130605239308
gpt_laboratory,1,17,166.57130605239308
gpt_laboratory,1,18,166.57130605239308
gpt_laboratory,1,19,166.57130605239308
gpt_laboratory,1,20,166.57130605239308
gpt_laboratory,1,21,166.57130605239308
gpt_laboratory,1,22,166.57130605239308
gpt_laboratory,1,23,166.57130605239308
gpt_laboratory,1,24,166.57130605239308
gpt_laboratory,1,25,166.57130605239308
gpt_laboratory,1,26,166.57130605239308
gpt_laboratory,1,27,166.57130605239308
gpt_laboratory,1,28,166.57130605239308
gpt_laboratory,1,29,166.57130605239308
gpt_laboratory,1,30,166.57130605239308
gpt_laboratory,1,31,166.57130605239308
gpt_laboratory,1,32,166.57130605239308
gpt_laboratory,1,33,166.57130605239308
gpt_laboratory,1,34,166.57130605239308
gpt_laboratory,1,35,166.57130605239308
gpt_laboratory,1,36,166.57130605239308
gpt_laboratory,1,37,166.57130605239308
gpt_laboratory,1,38,166.57130605239308
gpt_laboratory,1,39,166.57130605239308
gpt_laboratory,1,40,166.57130605239308
gpt_laboratory,1,41,166.57130605239308
gpt_laboratory,1,42,166.57130605239308
gpt_laboratory,1,43,166.57130605239308
gpt_laboratory,1,44,166.57130605239308
gpt_laboratory,1,45,166.57130605239308
gpt_laboratory,1,46,166.57130605239308
gpt_laboratory,1,47,166.57130605239308
gpt_laboratory,1,48,166.57130605239308
gpt_laboratory,1,49,166.57130605239308
gpt_laboratory,1,50,166.57130605239308
gpt_laboratory,2,0,1979.1071219112926
gpt_laboratory,2,1,656.4030773846205
gpt_laboratory,2,2,656.4030773846205
gpt_laboratory,2,3,656.4030773846205
gpt_laboratory,2,4,656.4030773846205
gpt_laboratory,2,5,656.4030773846205
gpt_laboratory,2,6,656.4030773846205
gpt_laboratory,2,7,656.4030773846205
gpt_laboratory,2,8,656.4030773846205
gpt_laboratory,2,9,656.4030773846205
gpt_laboratory,2,10,656.4030773846205
gpt_laboratory,2,11,656.4030773846205
gpt_laboratory,2,12,656.4030773846205
gpt_laboratory,2,13,656.4030773846205
gpt_laboratory,2,14,656.4030773846205
gpt_laboratory,2,15,656.4030773846205
gpt_laboratory,2,16,656.4030773846205
gpt_laboratory,2,17,235.0914715594762
gpt_laboratory,2,18,235.0914715594762
gpt_laboratory,2,19,235.0914715594762
gpt_laboratory,2,20,235.0914715594762
gpt_laboratory,2,21,235.0914715594762
gpt_laboratory,2,22,235.0914715594762
gpt_laboratory,2,23,235.0914715594762
gpt_laboratory,2,24,235.0914715594762
gpt_laboratory,2,25,235.0914715594762
gpt_laboratory,2,26,235.0914715594762
gpt_laboratory,2,27,235.0914715594762
gpt_laboratory,2,28,235.0914715594762
gpt_laboratory,2,29,235.0914715594762
gpt_laboratory,2,30,235.0914715594762
gpt_laboratory,2,31,235.0914715594762
gpt_laboratory,2,32,235.0914715594762
gpt_laboratory,2,33,235.0914715594762
gpt_laboratory,2,34,235.0914715594762
gpt_laboratory,2,35,235.0914715594762
gpt_laboratory,2,36,235.0914715594762
gpt_laboratory,2,37,235.0914715594762
gpt_laboratory,2,38,235.0914715594762
gpt_laboratory,2,39,235.0914715594762
gpt_laboratory,2,40,235.0914715594762
gpt_laboratory,2,41,235.0914715594762
gpt_laboratory,2,42,235.0914715594762
gpt_laboratory,2,43,235.0914715594762
gpt_laboratory,2,44,235.0914715594762
gpt_laboratory,2,45,235.0914715594762
gpt_laboratory,2,46,235.0914715594762
gpt_laboratory,2,47,235.0914715594762
gpt_laboratory,2,48,235.0914715594762
gpt_laboratory,2,49,235.0914715594762
gpt_laboratory,2,50,235.0914715594762
gpt_laboratory,3,0,2313.4757400932476
gpt_laboratory,3,1,2313.4757400932476
gpt_laboratory,3,2,2313.4757400932476
gpt_laboratory,3,3,2313.4757400932476
gpt_laboratory,3,4,793.8324760300501
gpt_laboratory,3,5,793.8324760300501
gpt_laboratory,3,6,793.8324760300501
gpt_laboratory,3,7,793.8324760300501
gpt_laboratory,3,8,793.8324760300501
gpt_laboratory,3,9,721.2835780745323
gpt_laboratory,3,10,139.46325680981354
gpt_laboratory,3,11,139.46325680981354
gpt_laboratory,3,12,139.46325680981354
gpt_laboratory,3,13,139.46325680981354
gpt_laboratory,3,14,139.46325680981354
gpt_laboratory,3,15,139.46325680981354
gpt_laboratory,3,16,139.46325680981354
gpt_laboratory,3,17,139.46325680981354
gpt_laboratory,3,18,139.46325680981354
gpt_laboratory,3,19,139.46325680981354
gpt_laboratory,3,20,139.46325680981354
gpt_laboratory,3,21,139.46325680981354
gpt_laboratory,3,22,139.46325680981354
