method_key,method_label,method_kind,repeat_index,iteration,carried_forward,center_error
gpt_5_6_sol,GPT-5.6 SOL,llm,1,49,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,50,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,51,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,52,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,53,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,54,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,55,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,56,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,57,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,58,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,59,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,1,60,True,0.04374895851469926
gpt_5_6_sol,GPT-5.6 SOL,llm,2,0,False,1.2752404539869087
gpt_5_6_sol,GPT-5.6 SOL,llm,2,1,False,1.3438700646420347
gpt_5_6_sol,GPT-5.6 SOL,llm,2,2,False,1.5617241613389148
gpt_5_6_sol,GPT-5.6 SOL,llm,2,3,False,1.2991434521683498
gpt_5_6_sol,GPT-5.6 SOL,llm,2,4,False,1.2532863762426214
gpt_5_6_sol,GPT-5.6 SOL,llm,2,5,False,1.3520922447844401
gpt_5_6_sol,GPT-5.6 SOL,llm,2,6,False,1.1673400358909483
gpt_5_6_sol,GPT-5.6 SOL,llm,2,7,False,1.1364151852474815
gpt_5_6_sol,GPT-5.6 SOL,llm,2,8,False,1.1357827805019862
gpt_5_6_sol,GPT-5.6 SOL,llm,2,9,False,1.0386412627240316
gpt_5_6_sol,GPT-5.6 SOL,llm,2,10,False,0.9744867542955458
gpt_5_6_sol,GPT-5.6 SOL,llm,2,11,False,1.0366845502616364
gpt_5_6_sol,GPT-5.6 SOL,llm,2,12,False,1.3428711106111912
gpt_5_6_sol,GPT-5.6 SOL,llm,2,13,False,0.7373315115914544
gpt_5_6_sol,GPT-5.6 SOL,llm,2,14,False,0.4584010508472225
gpt_5_6_sol,GPT-5.6 SOL,llm,2,15,False,0.2832181878629202
gpt_5_6_sol,GPT-5.6 SOL,llm,2,16,False,0.2672869571220126
gpt_5_6_sol,GPT-5.6 SOL,llm,2,17,False,0.6198277648448355
gpt_5_6_sol,GPT-5.6 SOL,llm,2,18,False,0.09326401676179627
gpt_5_6_sol,GPT-5.6 SOL,llm,2,19,False,0.26660102496060406
gpt_5_6_sol,GPT-5.6 SOL,llm,2,20,False,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,21,False,0.17909394648143362
gpt_5_6_sol,GPT-5.6 SOL,llm,2,22,False,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,23,False,0.1842569897071893
gpt_5_6_sol,GPT-5.6 SOL,llm,2,24,False,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,25,False,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,26,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,27,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,28,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,29,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,30,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,31,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,32,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,33,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,34,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,35,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,36,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,37,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,38,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,39,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,40,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,41,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,42,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,43,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,44,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,45,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,46,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,47,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,48,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,49,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,50,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,51,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,52,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,53,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,54,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,55,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,56,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,57,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,58,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,59,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,2,60,True,0.03401290867115959
gpt_5_6_sol,GPT-5.6 SOL,llm,3,0,False,1.3848098940172309
gpt_5_6_sol,GPT-5.6 SOL,llm,3,1,False,1.3043733548405587
gpt_5_6_sol,GPT-5.6 SOL,llm,3,2,False,1.2087826412626936
gpt_5_6_sol,GPT-5.6 SOL,llm,3,3,False,1.346719101807408
gpt_5_6_sol,GPT-5.6 SOL,llm,3,4,False,1.1169960236951293
gpt_5_6_sol,GPT-5.6 SOL,llm,3,5,False,1.104135708971379
gpt_5_6_sol,GPT-5.6 SOL,llm,3,6,False,1.2489984033144237
gpt_5_6_sol,GPT-5.6 SOL,llm,3,7,False,0.8513829740564641
gpt_5_6_sol,GPT-5.6 SOL,llm,3,8,False,1.1161895910109227
gpt_5_6_sol,GPT-5.6 SOL,llm,3,9,False,0.5247790887316489
gpt_5_6_sol,GPT-5.6 SOL,llm,3,10,False,0.19200963867738483
gpt_5_6_sol,GPT-5.6 SOL,llm,3,11,False,0.5409297607199293
gpt_5_6_sol,GPT-5.6 SOL,llm,3,12,False,0.603466125028747
gpt_5_6_sol,GPT-5.6 SOL,llm,3,13,False,0.5400172661746122
gpt_5_6_sol,GPT-5.6 SOL,llm,3,14,False,0.173620385875916
gpt_5_6_sol,GPT-5.6 SOL,llm,3,15,False,0.34788703058313625
gpt_5_6_sol,GPT-5.6 SOL,llm,3,16,False,0.3640054881769669
gpt_5_6_sol,GPT-5.6 SOL,llm,3,17,False,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,18,False,0.3640054881769669
gpt_5_6_sol,GPT-5.6 SOL,llm,3,19,False,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,20,False,0.3628298543883234
gpt_5_6_sol,GPT-5.6 SOL,llm,3,21,False,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,22,False,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,23,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,24,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,25,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,26,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,27,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,28,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,29,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,30,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,31,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,32,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,33,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,34,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,35,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,36,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,37,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,38,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,39,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,40,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,41,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,42,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,43,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,44,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,45,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,46,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,47,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,48,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,49,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,50,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,51,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,52,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,53,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,54,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,55,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,56,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,57,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,58,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,59,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,3,60,True,0.04198441062408723
gpt_5_6_sol,GPT-5.6 SOL,llm,4,0,False,1.5969299473997232
gpt_5_6_sol,GPT-5.6 SOL,llm,4,1,False,1.4335934359903377
gpt_5_6_sol,GPT-5.6 SOL,llm,4,2,False,1.3789280550923722
gpt_5_6_sol,GPT-5.6 SOL,llm,4,3,False,1.2476117880628674
gpt_5_6_sol,GPT-5.6 SOL,llm,4,4,False,1.2023326400081842
gpt_5_6_sol,GPT-5.6 SOL,llm,4,5,False,1.1327554624252785
gpt_5_6_sol,GPT-5.6 SOL,llm,4,6,False,1.1355618338052083
gpt_5_6_sol,GPT-5.6 SOL,llm,4,7,False,1.1327554624252785
gpt_5_6_sol,GPT-5.6 SOL,llm,4,8,False,1.3906882626614445
gpt_5_6_sol,GPT-5.6 SOL,llm,4,9,False,0.9392848510458938
gpt_5_6_sol,GPT-5.6 SOL,llm,4,10,False,0.8806625791296612
gpt_5_6_sol,GPT-5.6 SOL,llm,4,11,False,1.1880105417946043
gpt_5_6_sol,GPT-5.6 SOL,llm,4,12,False,0.5807710162715037
gpt_5_6_sol,GPT-5.6 SOL,llm,4,13,False,0.43844411838451375
gpt_5_6_sol,GPT-5.6 SOL,llm,4,14,False,0.38650558244153926
gpt_5_6_sol,GPT-5.6 SOL,llm,4,15,False,0.2466823029418861
gpt_5_6_sol,GPT-5.6 SOL,llm,4,16,False,0.4033658518473822
gpt_5_6_sol,GPT-5.6 SOL,llm,4,17,False,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,18,False,0.10726022770677693
gpt_5_6_sol,GPT-5.6 SOL,llm,4,19,False,0.24711394805374634
gpt_5_6_sol,GPT-5.6 SOL,llm,4,20,False,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,21,False,0.2889721480694637
gpt_5_6_sol,GPT-5.6 SOL,llm,4,22,False,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,23,False,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,24,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,25,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,26,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,27,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,28,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,29,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,30,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,31,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,32,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,33,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,34,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,35,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,36,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,37,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,38,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,39,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,40,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,41,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,42,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,43,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,44,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,45,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,46,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,47,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,48,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,49,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,50,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,51,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,52,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,53,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,54,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,55,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,56,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,57,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,58,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,59,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,4,60,True,0.09690254310578401
gpt_5_6_sol,GPT-5.6 SOL,llm,5,0,False,1.3595778054288776
gpt_5_6_sol,GPT-5.6 SOL,llm,5,1,False,1.389846482371948
gpt_5_6_sol,GPT-5.6 SOL,llm,5,2,False,1.3148703122061327
gpt_5_6_sol,GPT-5.6 SOL,llm,5,3,False,1.649294542532397
gpt_5_6_sol,GPT-5.6 SOL,llm,5,4,False,0.8352263427255538
gpt_5_6_sol,GPT-5.6 SOL,llm,5,5,False,0.8934479630725601
gpt_5_6_sol,GPT-5.6 SOL,llm,5,6,False,0.646896403733203
gpt_5_6_sol,GPT-5.6 SOL,llm,5,7,False,0.589357808903927
gpt_5_6_sol,GPT-5.6 SOL,llm,5,8,False,0.5806297596671216
gpt_5_6_sol,GPT-5.6 SOL,llm,5,9,False,0.8739374462732441
gpt_5_6_sol,GPT-5.6 SOL,llm,5,10,False,0.40734175397306055
gpt_5_6_sol,GPT-5.6 SOL,llm,5,11,False,0.603565706731545
gpt_5_6_sol,GPT-5.6 SOL,llm,5,12,False,0.3943080632187256
gpt_5_6_sol,GPT-5.6 SOL,llm,5,13,False,0.40830052347419604
gpt_5_6_sol,GPT-5.6 SOL,llm,5,14,False,0.6541710680084396
gpt_5_6_sol,GPT-5.6 SOL,llm,5,15,False,0.8670760976170481
gpt_5_6_sol,GPT-5.6 SOL,llm,5,16,False,0.6105489604715438
gpt_5_6_sol,GPT-5.6 SOL,llm,5,17,False,0.610180652491214
gpt_5_6_sol,GPT-5.6 SOL,llm,5,18,False,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,19,False,0.359210359532947
gpt_5_6_sol,GPT-5.6 SOL,llm,5,20,False,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,21,False,0.35166413574034516
gpt_5_6_sol,GPT-5.6 SOL,llm,5,22,False,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,23,False,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,24,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,25,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,26,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,27,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,28,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,29,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,30,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,31,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,32,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,33,True,0.04143140301214392
gpt_5_6_sol,GPT-5.6 SOL,llm,5,34,True,0.04143140301214392
