iteration,repeat_count,carried_forward_count,center_error_mean,center_error_std,method_key,method_label,method_kind
15,10,0,0.31963470059716187,0.24755138770068738,gemini_3_5_flash,Gemini 3.5 Flash,llm
16,10,0,0.2838322392985954,0.23076213120921804,gemini_3_5_flash,Gemini 3.5 Flash,llm
17,10,0,0.3122173854050907,0.23563557697756285,gemini_3_5_flash,Gemini 3.5 Flash,llm
18,10,1,0.3126827955675162,0.2520910096721898,gemini_3_5_flash,Gemini 3.5 Flash,llm
19,10,3,0.26554552133374676,0.2911166462947541,gemini_3_5_flash,Gemini 3.5 Flash,llm
20,10,5,0.15010696348933378,0.08690277630523145,gemini_3_5_flash,Gemini 3.5 Flash,llm
21,10,8,0.15360875888906592,0.09391902430545533,gemini_3_5_flash,Gemini 3.5 Flash,llm
22,10,9,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
23,10,9,0.15450723538547434,0.09613370854842372,gemini_3_5_flash,Gemini 3.5 Flash,llm
24,10,9,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
25,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
26,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
27,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
28,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
29,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
30,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
31,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
32,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
33,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
34,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
35,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
36,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
37,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
38,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
39,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
40,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
41,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
42,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
43,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
44,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
45,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
46,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
47,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
48,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
49,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
50,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
51,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
52,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
53,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
54,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
55,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
56,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
57,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
58,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
59,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
60,10,10,0.13348475710857538,0.06019893453597693,gemini_3_5_flash,Gemini 3.5 Flash,llm
0,10,0,1.1915590070165922,0.30504511377716137,claude_sonnet_5,Claude Sonnet 5,llm
1,10,0,1.211035098010409,0.28097028015495407,claude_sonnet_5,Claude Sonnet 5,llm
2,10,0,1.3085210127386584,0.4938696209283171,claude_sonnet_5,Claude Sonnet 5,llm
3,10,0,1.3120035649226198,0.5739641208006493,claude_sonnet_5,Claude Sonnet 5,llm
4,10,0,1.0661183583999625,0.3486670992553585,claude_sonnet_5,Claude Sonnet 5,llm
5,10,0,1.006168893422029,0.32058881644375525,claude_sonnet_5,Claude Sonnet 5,llm
6,10,0,1.0044085799359226,0.3949253462504999,claude_sonnet_5,Claude Sonnet 5,llm
7,10,0,1.184467670219299,0.5737556104719256,claude_sonnet_5,Claude Sonnet 5,llm
8,10,0,1.2199052882274608,0.5889353680567594,claude_sonnet_5,Claude Sonnet 5,llm
9,10,0,1.3100766895952387,0.7271102694698317,claude_sonnet_5,Claude Sonnet 5,llm
10,10,0,1.3659175313380882,0.9552752389998069,claude_sonnet_5,Claude Sonnet 5,llm
11,10,0,1.2004652705271948,0.9013324143771352,claude_sonnet_5,Claude Sonnet 5,llm
12,10,0,1.1175260143063892,0.8732408358548692,claude_sonnet_5,Claude Sonnet 5,llm
13,10,0,0.9254763909355009,0.7537631178931397,claude_sonnet_5,Claude Sonnet 5,llm
14,10,0,0.7998191744241527,0.3870590185888308,claude_sonnet_5,Claude Sonnet 5,llm
15,10,0,0.8964539419275198,0.6362253177052967,claude_sonnet_5,Claude Sonnet 5,llm
16,10,0,0.6437737342941692,0.6521250183353652,claude_sonnet_5,Claude Sonnet 5,llm
17,10,0,0.7371704280541116,0.6192653901447833,claude_sonnet_5,Claude Sonnet 5,llm
18,10,0,0.792819179595217,0.9034023434657357,claude_sonnet_5,Claude Sonnet 5,llm
19,10,1,0.9549988777030893,0.8387883861213117,claude_sonnet_5,Claude Sonnet 5,llm
20,10,1,0.8085469915359867,1.064523866493139,claude_sonnet_5,Claude Sonnet 5,llm
21,10,1,0.6570219323667347,0.9231724377043559,claude_sonnet_5,Claude Sonnet 5,llm
22,10,1,0.7084968296825429,1.2543076766331958,claude_sonnet_5,Claude Sonnet 5,llm
23,10,2,0.582485722479469,1.029503901886256,claude_sonnet_5,Claude Sonnet 5,llm
24,10,4,0.7279839190083865,1.0115733376404674,claude_sonnet_5,Claude Sonnet 5,llm
25,10,4,0.5959504977313845,0.9359368772686124,claude_sonnet_5,Claude Sonnet 5,llm
26,10,4,0.8149040732527226,1.0533360200143758,claude_sonnet_5,Claude Sonnet 5,llm
27,10,5,0.6426400733023226,0.9208924089853865,claude_sonnet_5,Claude Sonnet 5,llm
28,10,5,0.6132512895109697,0.9068108315732128,claude_sonnet_5,Claude Sonnet 5,llm
29,10,5,0.6375835521165446,0.9209528696773148,claude_sonnet_5,Claude Sonnet 5,llm
30,10,5,0.6117245304685583,0.9380186228957015,claude_sonnet_5,Claude Sonnet 5,llm
31,10,5,0.5289064015459576,0.8661361679645339,claude_sonnet_5,Claude Sonnet 5,llm
32,10,5,0.4468895119063642,0.8624126577419574,claude_sonnet_5,Claude Sonnet 5,llm
33,10,5,0.3992913373605437,0.5426422201349216,claude_sonnet_5,Claude Sonnet 5,llm
34,10,5,0.3498564128030627,0.5351367959231765,claude_sonnet_5,Claude Sonnet 5,llm
35,10,5,0.29179460971667925,0.5167353283752044,claude_sonnet_5,Claude Sonnet 5,llm
36,10,5,0.3182889569953628,0.5103481796744147,claude_sonnet_5,Claude Sonnet 5,llm
37,10,5,0.33809557561915826,0.5050413397338882,claude_sonnet_5,Claude Sonnet 5,llm
38,10,5,0.3505519416199925,0.4486776115357815,claude_sonnet_5,Claude Sonnet 5,llm
39,10,6,0.29378515038066616,0.4428460122158303,claude_sonnet_5,Claude Sonnet 5,llm
40,10,6,0.29545646837173445,0.44853711682899966,claude_sonnet_5,Claude Sonnet 5,llm
41,10,7,0.273410862679461,0.4516212698097579,claude_sonnet_5,Claude Sonnet 5,llm
42,10,7,0.1516160649495854,0.2713314849583409,claude_sonnet_5,Claude Sonnet 5,llm
43,10,7,0.18580736756940636,0.2832266976009325,claude_sonnet_5,Claude Sonnet 5,llm
44,10,8,0.15150485094598756,0.27098354450957574,claude_sonnet_5,Claude Sonnet 5,llm
45,10,8,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
46,10,9,0.08418235555845553,0.06786867453851951,claude_sonnet_5,Claude Sonnet 5,llm
47,10,9,0.15150485094598756,0.27098354450957574,claude_sonnet_5,Claude Sonnet 5,llm
48,10,9,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
49,10,9,0.0889842366121815,0.08070382210383502,claude_sonnet_5,Claude Sonnet 5,llm
50,10,9,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
51,10,9,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
52,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
53,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
54,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
55,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
56,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
57,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
58,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
59,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
60,10,10,0.06459751739546406,0.04005765558990363,claude_sonnet_5,Claude Sonnet 5,llm
0,10,0,1.1915590070165922,0.30504511377716137,bayes,Bayesian optimization,oracle
1,10,0,1.1431419584011446,0.3093575591865758,bayes,Bayesian optimization,oracle
2,10,0,1.102338323170828,0.3008777718176544,bayes,Bayesian optimization,oracle
3,10,0,1.085186730737718,0.31487259251880195,bayes,Bayesian optimization,oracle
4,10,0,1.0272852608569338,0.2746551457198035,bayes,Bayesian optimization,oracle
5,10,0,0.9894984472258693,0.300166349415545,bayes,Bayesian optimization,oracle
6,10,0,0.9347056417864741,0.42881394663336125,bayes,Bayesian optimization,oracle
7,10,0,0.882402874501374,0.32344348191556666,bayes,Bayesian optimization,oracle
8,10,0,0.7532265101810623,0.24540394520365993,bayes,Bayesian optimization,oracle
9,10,0,0.7142573924763955,0.2480548956545023,bayes,Bayesian optimization,oracle
10,10,0,0.5935569722090308,0.23685051124935855,bayes,Bayesian optimization,oracle
11,10,0,0.5837353539132006,0.24084131747577095,bayes,Bayesian optimization,oracle
12,10,0,0.4453138262157202,0.2701140531402425,bayes,Bayesian optimization,oracle
13,10,0,0.4404365514946216,0.27422673130627234,bayes,Bayesian optimization,oracle
14,10,0,0.3917675514484048,0.2484020688425095,bayes,Bayesian optimization,oracle
15,10,0,0.36474522532369813,0.21450822870436279,bayes,Bayesian optimization,oracle
16,10,0,0.2812175688948356,0.18421839591058345,bayes,Bayesian optimization,oracle
17,10,0,0.26448691899483545,0.197182509587438,bayes,Bayesian optimization,oracle
18,10,0,0.1510587571500251,0.048776197918481576,bayes,Bayesian optimization,oracle
19,10,0,0.15438845041709484,0.052560213270027724,bayes,Bayesian optimization,oracle
20,10,0,0.15386888452311198,0.05195027919016686,bayes,Bayesian optimization,oracle
21,10,0,0.15380366963204867,0.051988091409076814,bayes,Bayesian optimization,oracle
22,10,0,0.15380366963204867,0.051988091409076814,bayes,Bayesian optimization,oracle
23,10,0,0.1413034199796313,0.04892125906634504,bayes,Bayesian optimization,oracle
24,10,0,0.1413034199796313,0.04892125906634504,bayes,Bayesian optimization,oracle
25,10,0,0.1420702936088029,0.04938989638335756,bayes,Bayesian optimization,oracle
26,10,0,0.1420702936088029,0.04938989638335756,bayes,Bayesian optimization,oracle
27,10,0,0.13293617714267786,0.05152548513555956,bayes,Bayesian optimization,oracle
28,10,0,0.13293617714267786,0.05152548513555956,bayes,Bayesian optimization,oracle
29,10,0,0.12511482708035734,0.044540264467279385,bayes,Bayesian optimization,oracle
30,10,0,0.12511482708035734,0.044540264467279385,bayes,Bayesian optimization,oracle
31,10,0,0.11941579464280314,0.04932047535137097,bayes,Bayesian optimization,oracle
32,10,0,0.11941579464280314,0.04932047535137097,bayes,Bayesian optimization,oracle
33,10,0,0.11351513112877468,0.04195896096228079,bayes,Bayesian optimization,oracle
34,10,0,0.11351513112877468,0.04195896096228079,bayes,Bayesian optimization,oracle
35,10,0,0.11351513112877468,0.04195896096228079,bayes,Bayesian optimization,oracle
36,10,0,0.11351513112877468,0.04195896096228079,bayes,Bayesian optimization,oracle
37,10,0,0.10036210615295618,0.03341662854441143,bayes,Bayesian optimization,oracle
38,10,0,0.09791433143163966,0.035787382407391405,bayes,Bayesian optimization,oracle
39,10,0,0.09791433143163966,0.035787382407391405,bayes,Bayesian optimization,oracle
40,10,0,0.09791433143163966,0.035787382407391405,bayes,Bayesian optimization,oracle
41,10,0,0.09791433143163966,0.035787382407391405,bayes,Bayesian optimization,oracle
42,10,0,0.09072820049179402,0.03663863230652128,bayes,Bayesian optimization,oracle
43,10,0,0.09072820049179402,0.03663863230652128,bayes,Bayesian optimization,oracle
44,10,0,0.09072820049179402,0.03663863230652128,bayes,Bayesian optimization,oracle
45,10,0,0.08982038512805951,0.03660062865980948,bayes,Bayesian optimization,oracle
46,10,0,0.07949773500852736,0.0352746190891786,bayes,Bayesian optimization,oracle
47,10,0,0.0739967884338203,0.033619524202174955,bayes,Bayesian optimization,oracle
48,10,0,0.0739967884338203,0.033619524202174955,bayes,Bayesian optimization,oracle
49,10,0,0.0739967884338203,0.033619524202174955,bayes,Bayesian optimization,oracle
50,10,0,0.0739967884338203,0.033619524202174955,bayes,Bayesian optimization,oracle
51,10,0,0.0739967884338203,0.033619524202174955,bayes,Bayesian optimization,oracle
52,10,0,0.0739967884338203,0.033619524202174955,bayes,Bayesian optimization,oracle
53,10,0,0.07354182638671439,0.032671453730175916,bayes,Bayesian optimization,oracle
54,10,0,0.07354182638671439,0.032671453730175916,bayes,Bayesian optimization,oracle
55,10,0,0.07354182638671439,0.032671453730175916,bayes,Bayesian optimization,oracle
56,10,0,0.06901668554304398,0.027050607073252252,bayes,Bayesian optimization,oracle
57,10,0,0.06901668554304398,0.027050607073252252,bayes,Bayesian optimization,oracle
58,10,0,0.06901668554304398,0.027050607073252252,bayes,Bayesian optimization,oracle
59,10,0,0.06901668554304398,0.027050607073252252,bayes,Bayesian optimization,oracle
60,10,0,0.06901668554304398,0.027050607073252252,bayes,Bayesian optimization,oracle
0,10,0,1.1915590070165922,0.30504511377716137,random,Random search,oracle
1,10,0,1.1915590070165922,0.30504511377716137,random,Random search,oracle
2,10,0,1.1849834037635312,0.2975247690973288,random,Random search,oracle
3,10,0,1.1849834037635312,0.2975247690973288,random,Random search,oracle
4,10,0,1.1849834037635312,0.2975247690973288,random,Random search,oracle
5,10,0,1.179002706205458,0.2887970312215523,random,Random search,oracle
6,10,0,1.179002706205458,0.2887970312215523,random,Random search,oracle
7,10,0,1.157094379932976,0.27961351008349833,random,Random search,oracle
8,10,0,1.1368535254537668,0.261549815137053,random,Random search,oracle
9,10,0,1.076205793784587,0.2142085091032956,random,Random search,oracle
10,10,0,1.0657127138277285,0.20646636943848448,random,Random search,oracle
11,10,0,1.0394412042538026,0.20736298789858887,random,Random search,oracle
12,10,0,1.0394412042538026,0.20736298789858887,random,Random search,oracle
13,10,0,1.0350272827252494,0.20013522243317874,random,Random search,oracle
14,10,0,1.034907653842586,0.2001400430919376,random,Random search,oracle
15,10,0,1.034907653842586,0.2001400430919376,random,Random search,oracle
16,10,0,1.034907653842586,0.2001400430919376,random,Random search,oracle
17,10,0,1.034907653842586,0.2001400430919376,random,Random search,oracle
18,10,0,1.0184614622135522,0.1803003576236652,random,Random search,oracle
19,10,0,1.0184614622135522,0.1803003576236652,random,Random search,oracle
20,10,0,1.0160105135984492,0.17823075766766458,random,Random search,oracle
21,10,0,1.0160105135984492,0.17823075766766458,random,Random search,oracle
22,10,0,1.0160105135984492,0.17823075766766458,random,Random search,oracle
23,10,0,0.9746582345941203,0.20084808102228974,random,Random search,oracle
24,10,0,0.9583878866385682,0.1913430594891788,random,Random search,oracle
25,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
26,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
27,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
28,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
29,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
30,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
31,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
32,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
33,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
34,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
35,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
36,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
37,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
38,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
39,10,0,0.9452431774020175,0.19356403718491272,random,Random search,oracle
40,10,0,0.9331581982574985,0.18223416195018688,random,Random search,oracle
41,10,0,0.9331581982574985,0.18223416195018688,random,Random search,oracle
42,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
43,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
44,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
45,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
46,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
47,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
48,10,0,0.8789172255719752,0.17461919061201578,random,Random search,oracle
49,10,0,0.8057664704631502,0.17481078845165934,random,Random search,oracle
50,10,0,0.8057664704631502,0.17481078845165934,random,Random search,oracle
51,10,0,0.8057664704631502,0.17481078845165934,random,Random search,oracle
52,10,0,0.8057664704631502,0.17481078845165934,random,Random search,oracle
53,10,0,0.8057664704631502,0.17481078845165934,random,Random search,oracle
54,10,0,0.8057664704631502,0.17481078845165934,random,Random search,oracle
55,10,0,0.7927673899997748,0.16688856115738307,random,Random search,oracle
56,10,0,0.7927673899997748,0.16688856115738307,random,Random search,oracle
57,10,0,0.7927673899997748,0.16688856115738307,random,Random search,oracle
58,10,0,0.7927673899997748,0.16688856115738307,random,Random search,oracle
59,10,0,0.7584110135271651,0.19483909593921625,random,Random search,oracle
60,10,0,0.7202374344723166,0.1699256269358397,random,Random search,oracle
